match_id,side,win,hero,kills,assists,deaths,denies,last_hits,gold_per_min,total_gold,highest_ks,pings,xp_per_min,kda,neutral_creeps,lane_creeps,lane,is_roaming,duration,radiant_score,dire_score,radiant_team,dire_team,league,patch,start_time,dn_10,dn_20,dn_30,lh_10,lh_20,lh_30,nw_10,nw_20,nw_30,xp_10,xp_20,xp_30,xp_diff_10,xp_diff_20,xp_diff_30,gold_diff_10,gold_diff_20,gold_diff_30
5465557162,Dire,Win,Queen of Pain,6,17,6,14,224,495,19272,3.0,47,548,3.83,58,158,bot,No,38:56,30,35,Ninjas in Pyjamas,Nigma,BLAST Bounty Hunt,7.26,2020-06-11,5.0,14.0,14.0,33.0,121.0,169.0,2131.0,7292.0,11706.0,1841.0,7291.0,13107.0,-743.0,4119.0,17848.0,-1221.0,-351.0,7039.0
5465672486,Dire,Win,Nature's Prophet,11,23,5,14,309,661,23895,4.0,33,732,6.8,103,201,bot,No,36:09,19,48,Ninjas in Pyjamas,Nigma,BLAST Bounty Hunt,7.26,2020-06-11,14.0,14.0,14.0,46.0,129.0,235.0,3345.0,9297.0,17377.0,3315.0,8782.0,18329.0,446.0,6661.0,18364.0,2312.0,9911.0,20416.0
5467135969,Dire,Lose,Weaver,3,2,7,4,169,370,12025,,18,432,0.71,15,146,top,No,32:30,48,11,Team Liquid,Nigma,BLAST Bounty Hunt,7.26,2020-06-12,3.0,4.0,4.0,59.0,123.0,153.0,3342.0,7792.0,10437.0,3963.0,9030.0,12323.0,-3108.0,-8768.0,-32478.0,-2682.0,-7254.0,-22243.0
5467243363,Dire,Win,Chen,2,11,1,20,134,379,10112,,12,382,13.0,47,91,bot,No,26:41,11,19,Team Liquid,Nigma,BLAST Bounty Hunt,7.26,2020-06-12,18.0,20.0,,37.0,102.0,,2478.0,6666.0,,2042.0,6462.0,,-387.0,4939.0,,-18.0,2371.0,
5467338855,Dire,Win,Dragon Knight,6,20,4,9,180,411,15823,4.0,112,576,6.5,51,129,mid,No,38:30,25,34,Team Liquid,Nigma,BLAST Bounty Hunt,7.26,2020-06-12,7.0,8.0,9.0,38.0,107.0,159.0,2604.0,6939.0,10862.0,3921.0,7827.0,14795.0,-170.0,1585.0,7340.0,-359.0,1399.0,6118.0
5468646252,Dire,Lose,Sand King,3,1,5,6,113,331,8765,,26,396,0.8,16,97,bot,No,26:29,37,10,OG,Nigma,BLAST Bounty Hunt,7.26,2020-06-13,5.0,6.0,,39.0,104.0,,2745.0,7175.0,,3294.0,7811.0,,979.0,-8771.0,,459.0,-6862.0,
5468742509,Radiant,Lose,Kunkka,3,14,2,6,99,313,8351,,47,351,8.5,24,72,top,No,26:41,24,21,Nigma,OG,BLAST Bounty Hunt,7.26,2020-06-13,6.0,6.0,,52.0,89.0,,3393.0,6778.0,,3179.0,7145.0,,575.0,516.0,,451.0,1966.0,
5473908604,Dire,Win,Necrophos,8,12,0,12,191,521,14023,8.0,14,579,20.0,21,174,top,No,26:55,8,44,OG,Nigma,Beyond Epic League,7.26,2020-06-16,8.0,10.0,,55.0,131.0,,3360.0,9105.0,,3984.0,9422.0,,1431.0,9926.0,,1925.0,11359.0,
5474000073,Dire,Lose,Queen of Pain,3,2,5,15,160,369,10750,,16,381,1.0,44,123,top,No,29:08,30,16,OG,Nigma,Beyond Epic League,7.26,2020-06-16,9.0,14.0,15.0,25.0,92.0,160.0,2382.0,6518.0,10768.0,2573.0,7019.0,11108.0,-2002.0,-4659.0,-28346.0,455.0,-1341.0,-16519.0
5474075354,Radiant,Lose,Doom,4,8,6,3,128,444,13875,4.0,19,565,2.0,17,107,top,No,31:15,29,38,Nigma,OG,Beyond Epic League,7.26,2020-06-16,0.0,2.0,3.0,17.0,75.0,123.0,1933.0,6207.0,11710.0,1929.0,6654.0,12652.0,-904.0,27.0,-8624.0,-311.0,-929.0,-3731.0
5475225251,Radiant,Win,Nature's Prophet,6,11,3,27,230,509,16966,4.0,31,545,5.67,51,192,top,No,33:20,29,10,Nigma,Team Unique,Beyond Epic League,7.26,2020-06-17,22.0,22.0,25.0,53.0,117.0,207.0,3232.0,8030.0,13905.0,3988.0,7799.0,14643.0,1491.0,4271.0,7076.0,1375.0,5950.0,9053.0
5475272899,Radiant,Win,Lycan,5,16,3,14,167,473,13480,3.0,33,470,7.0,62,106,bot,No,28:30,35,13,Nigma,Team Unique,Beyond Epic League,7.26,2020-06-17,13.0,14.0,,39.0,98.0,,2439.0,7457.0,,2960.0,7388.0,,1278.0,11212.0,,1078.0,12608.0,
5476534561,Dire,Win,Pugna,13,8,1,15,73,405,11427,9.0,65,443,21.0,8,74,mid,No,28:13,10,30,ViKin.gg,Nigma,Beyond Epic League,7.26,2020-06-18,15.0,15.0,,42.0,59.0,,3150.0,6797.0,,3263.0,7544.0,,-3993.0,-245.0,,-453.0,3800.0,
5476643426,Dire,Lose,Storm Spirit,6,1,7,14,191,362,12229,3.0,12,417,1.0,31,143,bot,No,33:47,35,13,ViKin.gg,Nigma,Beyond Epic League,7.26,2020-06-18,8.0,14.0,14.0,43.0,117.0,175.0,2765.0,6938.0,11023.0,3574.0,8327.0,12439.0,-1823.0,-12057.0,-20673.0,-1504.0,-10640.0,-16901.0
5476746876,Dire,Win,Queen of Pain,7,24,5,11,431,552,35668,3.0,117,621,6.2,120,301,bot,No,04:37,30,45,ViKin.gg,Nigma,Beyond Epic League,7.26,2020-06-18,3.0,7.0,9.0,14.0,59.0,122.0,1707.0,5572.0,10246.0,1501.0,6210.0,12749.0,37.0,1562.0,3799.0,1053.0,3977.0,8857.0
5478132465,Radiant,Win,Necrophos,17,17,4,7,338,534,30277,8.0,124,580,8.5,118,216,bot,No,56:42,52,34,Nigma,B8,Beyond Epic League,7.26,2020-06-19,2.0,5.0,7.0,35.0,92.0,139.0,2515.0,6964.0,11335.0,2712.0,7998.0,13440.0,351.0,1151.0,9240.0,263.0,31.0,6105.0
5478243453,Dire,Win,Kunkka,1,15,1,4,125,486,10400,,53,533,16.0,7,117,top,No,21:24,11,29,B8,Nigma,Beyond Epic League,7.26,2020-06-19,2.0,4.0,,63.0,120.0,,3484.0,8858.0,,4200.0,9986.0,,1996.0,15604.0,,1960.0,18939.0,
5483715042,Dire,Win,Queen of Pain,4,19,0,6,161,462,13921,4.0,27,564,23.0,18,141,top,No,30:08,13,34,Team Secret,Nigma,Beyond Epic League,7.26,2020-06-23,2.0,4.0,6.0,23.0,83.0,158.0,1853.0,6015.0,12867.0,2408.0,7147.0,15067.0,-650.0,2287.0,20025.0,-1706.0,-242.0,18270.0
5483779865,Radiant,Win,Beastmaster,2,13,2,11,235,518,17698,,23,578,7.5,71,152,mid,No,34:10,24,19,Nigma,Team Secret,Beyond Epic League,7.26,2020-06-23,8.0,11.0,11.0,48.0,133.0,204.0,2772.0,7917.0,13399.0,3946.0,9681.0,14365.0,-1584.0,-2353.0,7504.0,-2007.0,-3682.0,703.0
5487606890,Dire,Win,Necrophos,6,9,2,6,168,459,14779,4.0,41,635,7.5,45,120,top,No,32:12,9,27,FlyToMoon,Nigma,Beyond Epic League,7.26,2020-06-26,1.0,4.0,5.0,27.0,102.0,155.0,2189.0,7077.0,11743.0,2469.0,7843.0,14253.0,425.0,3380.0,-100.0,1554.0,7599.0,11862.0
5487703442,Dire,Lose,Venomancer,6,10,9,19,291,442,20597,3.0,59,418,1.78,49,228,bot,No,46:36,57,24,FlyToMoon,Nigma,Beyond Epic League,7.26,2020-06-26,9.0,18.0,19.0,39.0,112.0,194.0,2920.0,7918.0,13249.0,2383.0,7220.0,11803.0,-799.0,-6207.0,-20684.0,162.0,-2310.0,-9181.0
5487816574,Dire,Win,Nature's Prophet,7,12,3,18,258,619,21417,5.0,24,736,6.33,54,198,mid,No,34:36,19,28,FlyToMoon,Nigma,Beyond Epic League,7.26,2020-06-26,13.0,17.0,18.0,34.0,108.0,211.0,2282.0,7711.0,14671.0,2831.0,8229.0,17534.0,-1337.0,2275.0,2142.0,51.0,9461.0,12866.0
5487920183,Dire,Lose,Lycan,5,5,6,5,178,386,12435,,14,357,1.67,45,130,top,No,32:13,34,16,Team Liquid,Nigma,Beyond Epic League,7.26,2020-06-26,5.0,5.0,5.0,45.0,117.0,177.0,2986.0,7828.0,11510.0,2775.0,7374.0,10428.0,-2300.0,-4996.0,-22481.0,-551.0,-649.0,-15538.0
5487987325,Dire,Win,Necrophos,7,18,6,7,260,561,23571,3.0,70,668,4.17,55,192,mid,No,42:01,25,34,Team Liquid,Nigma,Beyond Epic League,7.26,2020-06-26,5.0,5.0,6.0,48.0,125.0,178.0,2919.0,7694.0,13134.0,3743.0,8255.0,13925.0,-1186.0,-4051.0,-6486.0,-40.0,-196.0,5632.0
5488049930,Radiant,Win,Bristleback,10,8,4,4,159,488,15494,6.0,41,654,4.5,26,128,mid,No,31:45,31,21,Nigma,Team Liquid,Beyond Epic League,7.26,2020-06-26,3.0,4.0,4.0,54.0,104.0,152.0,3578.0,7327.0,13448.0,4199.0,8051.0,16923.0,143.0,1244.0,7746.0,1044.0,3297.0,11210.0
5490555360,Radiant,Lose,Bristleback,0,7,7,10,236,373,18214,,134,501,1.0,47,184,mid,No,48:50,17,29,Nigma,Team Secret,Beyond Epic League,7.26,2020-06-28,7.0,10.0,10.0,41.0,109.0,168.0,2554.0,6922.0,11303.0,3705.0,7988.0,13521.0,28.0,-3238.0,-222.0,1721.0,1854.0,5743.0
5490651026,Dire,Lose,Dragon Knight,5,22,12,11,411,462,34665,,200,555,2.25,125,267,bot,No,15:02,45,37,Team Secret,Nigma,Beyond Epic League,7.26,2020-06-28,10.0,11.0,11.0,39.0,98.0,111.0,2575.0,6467.0,9695.0,2838.0,7260.0,13435.0,-617.0,-2186.0,1277.0,-680.0,-1736.0,3234.0
5490791923,Radiant,Lose,Underlord,3,6,8,3,209,399,14277,,10,445,1.12,56,154,mid,No,35:47,20,42,Nigma,Team Secret,Beyond Epic League,7.26,2020-06-28,1.0,2.0,2.0,47.0,116.0,186.0,2916.0,7751.0,12221.0,3568.0,9012.0,14306.0,904.0,-5474.0,-19637.0,-185.0,-3130.0,-12611.0
5539019779,Radiant,Win,Dark Seer,6,20,4,1,200,404,19789,,46,541,6.5,47,149,top,No,48:59,34,26,Nigma,FlyToMoon,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-27,1.0,1.0,1.0,45.0,99.0,133.0,3861.0,7573.0,10695.0,2878.0,7470.0,11773.0,404.0,-1683.0,-6163.0,1292.0,355.0,-2779.0
5539178759,Dire,Win,Nature's Prophet,10,11,8,32,231,598,20800,7.0,17,681,2.62,46,204,bot,No,34:47,19,36,FlyToMoon,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-27,19.0,26.0,30.0,26.0,100.0,181.0,2250.0,7319.0,13298.0,1851.0,7582.0,15865.0,836.0,3319.0,650.0,2292.0,5169.0,5485.0
5540214179,Radiant,Win,Doom,8,24,7,12,116,487,16622,3.0,26,531,4.57,41,81,top,No,34:08,48,29,Nigma,OG,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-28,12.0,12.0,12.0,33.0,67.0,109.0,3032.0,7105.0,12679.0,2564.0,6199.0,11603.0,-1780.0,-616.0,10595.0,595.0,24.0,6553.0
5540314298,Radiant,Win,Slardar,9,22,2,16,107,464,14252,5.0,11,635,15.5,35,81,bot,No,30:43,52,17,Nigma,OG,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-28,16.0,16.0,16.0,50.0,85.0,105.0,3227.0,7573.0,12393.0,4734.0,9173.0,15823.0,2705.0,5787.0,23690.0,2952.0,4932.0,15339.0
5542158936,Dire,Lose,Beastmaster,1,5,6,8,175,374,12921,,1,409,1.0,48,120,bot,No,34:33,35,24,Alliance,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-29,6.0,8.0,8.0,35.0,89.0,148.0,2443.0,6840.0,10841.0,2446.0,6622.0,11500.0,334.0,-1080.0,-18779.0,112.0,2612.0,-7400.0
5542269807,Dire,Win,Sand King,8,22,3,4,73,411,9494,5.0,8,463,10.0,16,60,bot,No,23:06,11,44,Alliance,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-29,4.0,4.0,,33.0,66.0,,2682.0,7003.0,,2387.0,7394.0,,1932.0,12243.0,,1905.0,9510.0,
5542347845,Dire,Win,Necrophos,8,18,4,10,157,535,14730,4.0,16,556,6.5,34,124,bot,No,27:32,10,37,Alliance,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-29,6.0,10.0,,41.0,112.0,,2758.0,8542.0,,2222.0,8224.0,,214.0,8696.0,,-309.0,9050.0,
5543911793,Dire,Win,Dark Seer,8,30,1,10,267,517,24359,5.0,38,552,38.0,73,198,bot,No,47:07,22,47,Alliance,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-30,8.0,10.0,10.0,45.0,100.0,138.0,2863.0,7192.0,12202.0,3006.0,7372.0,13089.0,-3440.0,-2026.0,8961.0,-3597.0,-2814.0,5373.0
5544018011,Radiant,Win,Enigma,7,22,2,38,194,444,14814,5.0,18,572,14.5,96,107,top,No,33:22,35,11,Nigma,Alliance,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-30,23.0,32.0,36.0,52.0,117.0,180.0,3181.0,7187.0,11697.0,2879.0,6757.0,13244.0,496.0,1140.0,18731.0,1101.0,1752.0,12836.0
5544097687,Dire,Lose,Magnus,5,26,4,4,149,349,15536,3.0,33,570,7.75,48,93,bot,No,44:31,34,38,Alliance,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-30,4.0,4.0,4.0,28.0,77.0,96.0,2452.0,6260.0,9784.0,2147.0,8123.0,12901.0,-1298.0,1532.0,-4946.0,-1939.0,-328.0,-454.0
5544186124,Radiant,Lose,Slardar,5,8,9,11,128,315,10893,5.0,31,331,1.44,46,85,top,No,34:35,19,36,Nigma,Alliance,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-30,6.0,7.0,11.0,36.0,76.0,126.0,2440.0,6212.0,9753.0,2903.0,6554.0,10321.0,320.0,1726.0,-15531.0,167.0,1915.0,-10324.0
5544256480,Dire,Win,Venomancer,4,27,11,10,165,412,17201,,74,518,2.82,51,106,bot,No,41:45,38,39,Alliance,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-07-30,4.0,6.0,10.0,32.0,92.0,120.0,2511.0,6933.0,10730.0,2718.0,5942.0,10146.0,-756.0,-4770.0,-2007.0,-857.0,-2048.0,1143.0
5569507999,Dire,Win,Dark Seer,2,20,6,3,181,343,15629,,38,381,3.67,81,99,bot,No,45:34,35,39,Alliance,Nigma,OMEGA League,7.27,2020-08-15,3.0,3.0,3.0,30.0,70.0,119.0,2234.0,6006.0,9555.0,1944.0,6362.0,10502.0,-753.0,3327.0,3218.0,-936.0,4172.0,4540.0
5569602030,Radiant,Lose,Beastmaster,1,4,7,28,114,316,8068,,9,381,0.71,16,90,bot,No,25:32,13,27,Nigma,Alliance,OMEGA League,7.27,2020-08-15,22.0,28.0,,53.0,94.0,,2899.0,6341.0,,3262.0,7737.0,,720.0,-3765.0,,1114.0,-1978.0,
5569669140,Dire,Win,Doom,4,31,6,13,169,527,28185,,64,649,5.83,67,109,mid,No,53:29,40,49,Alliance,Nigma,OMEGA League,7.27,2020-08-15,9.0,11.0,13.0,51.0,96.0,124.0,3918.0,8706.0,13602.0,3972.0,9275.0,15270.0,-789.0,1748.0,5858.0,463.0,879.0,6092.0
5577029383,Radiant,Lose,Doom,5,14,9,21,146,464,19302,,30,509,2.11,42,111,bot,No,41:36,23,29,Nigma,Evil Geniuses,OMEGA League,7.27,2020-08-20,17.0,20.0,21.0,43.0,73.0,115.0,3418.0,6821.0,12252.0,2903.0,6881.0,12687.0,-1315.0,-6605.0,-6633.0,408.0,-3351.0,-6026.0
5577117359,Dire,Win,Dark Seer,3,25,3,5,210,464,15915,,44,508,9.33,73,126,bot,No,34:18,21,33,Evil Geniuses,Nigma,OMEGA League,7.27,2020-08-20,2.0,3.0,5.0,39.0,106.0,180.0,2709.0,6527.0,11889.0,2468.0,6426.0,11918.0,-1389.0,-3197.0,9519.0,-1411.0,-5273.0,1138.0
5577184403,Radiant,Lose,Slardar,2,3,11,11,111,292,9300,,20,284,0.45,23,91,bot,No,31:51,15,51,Nigma,Evil Geniuses,OMEGA League,7.27,2020-08-20,7.0,11.0,11.0,42.0,79.0,99.0,2874.0,6212.0,8413.0,2539.0,5883.0,8253.0,20.0,-8327.0,-19539.0,-565.0,-7776.0,-21941.0
5578333805,Radiant,Lose,Treant Protector,2,13,8,3,160,292,13685,,30,389,1.88,15,115,top,No,46:52,22,32,Nigma,5men,OMEGA League,7.27,2020-08-21,3.0,3.0,3.0,43.0,78.0,108.0,2595.0,6048.0,9107.0,2119.0,5614.0,11867.0,-116.0,-1653.0,912.0,-652.0,-3544.0,-4248.0
5578443150,Dire,Win,Sand King,4,19,1,1,131,423,11928,3.0,30,540,23.0,31,87,mid,No,28:12,15,39,5men,Nigma,OMEGA League,7.27,2020-08-21,1.0,1.0,,48.0,88.0,,3039.0,7321.0,,3491.0,8789.0,,1805.0,8738.0,,2646.0,9196.0,
5578520818,Dire,Win,Underlord,6,13,2,5,127,434,10083,3.0,21,552,9.5,23,97,bot,No,23:14,8,33,5men,Nigma,OMEGA League,7.27,2020-08-21,3.0,5.0,,38.0,105.0,,3054.0,8046.0,,2823.0,9056.0,,-423.0,15949.0,,-2.0,10406.0,
5587331831,Dire,Lose,Slardar,1,6,12,6,96,278,9248,,10,267,0.58,39,57,bot,No,33:16,41,13,Virtus.pro,Nigma,OMEGA League,7.27,2020-08-27,3.0,6.0,6.0,25.0,45.0,77.0,2091.0,4694.0,7989.0,2145.0,5153.0,7789.0,-23.0,-4694.0,-21471.0,-244.0,-4146.0,-12289.0
5587433802,Dire,Win,Undying,6,19,2,24,113,427,13429,3.0,51,689,12.5,12,118,bot,No,31:27,15,36,Virtus.pro,Nigma,OMEGA League,7.27,2020-08-27,22.0,24.0,24.0,39.0,91.0,108.0,2611.0,7323.0,11647.0,3103.0,8684.0,17013.0,3216.0,5023.0,11170.0,1308.0,2965.0,11344.0
5587524164,Radiant,Win,Magnus,3,15,3,5,97,330,10670,,27,431,6.0,44,54,top,No,32:20,23,16,Nigma,Virtus.pro,OMEGA League,7.27,2020-08-27,5.0,5.0,5.0,43.0,72.0,94.0,2749.0,5629.0,8961.0,2922.0,5788.0,10482.0,-1147.0,1210.0,12918.0,-2222.0,-663.0,8433.0
5590576644,Dire,Win,Magnus,3,18,4,12,120,343,14263,,18,459,5.25,38,90,bot,No,41:35,14,29,Natus Vincere,Nigma,OMEGA League,7.27,2020-08-29,10.0,12.0,12.0,47.0,85.0,105.0,3547.0,6354.0,8996.0,2620.0,6450.0,9614.0,1435.0,8944.0,9913.0,3135.0,8070.0,7120.0
5590704391,Dire,Win,Sand King,2,16,7,16,140,348,15770,,42,515,2.57,39,111,bot,No,45:19,27,31,Natus Vincere,Nigma,OMEGA League,7.27,2020-08-29,15.0,15.0,16.0,42.0,74.0,112.0,2756.0,5902.0,9059.0,2709.0,7777.0,11799.0,1446.0,8476.0,9250.0,2254.0,6323.0,9087.0
5598197697,Radiant,Lose,Dark Seer,1,7,7,3,125,316,9659,,12,260,1.14,15,110,top,No,30:34,12,44,Nigma,OG,OMEGA League,7.27,2020-09-03,3.0,3.0,3.0,36.0,66.0,119.0,2363.0,5559.0,9187.0,1768.0,4275.0,7769.0,-2096.0,-10042.0,-30108.0,-2439.0,-9412.0,-24426.0
5598283573,Radiant,Lose,Sand King,5,18,10,3,103,313,12316,,31,430,2.3,21,78,top,No,39:21,31,39,Nigma,OG,OMEGA League,7.27,2020-09-03,1.0,2.0,3.0,35.0,72.0,91.0,2704.0,6933.0,9462.0,2891.0,8470.0,11761.0,-1057.0,3797.0,-8425.0,-348.0,2090.0,-4307.0
5599568828,Radiant,Win,Bloodseeker,3,17,3,10,207,455,19163,,49,601,6.67,60,146,bot,No,42:07,27,24,Nigma,Team Liquid,OMEGA League,7.27,2020-09-04,10.0,10.0,10.0,43.0,112.0,158.0,3244.0,7927.0,11751.0,2835.0,6877.0,11341.0,-1814.0,-199.0,-8172.0,-1349.0,2816.0,709.0
5599684763,Radiant,Win,Nature's Prophet,6,14,3,17,146,531,11726,3.0,6,549,6.67,40,114,bot,No,22:05,28,12,Nigma,Team Liquid,OMEGA League,7.27,2020-09-04,17.0,17.0,,52.0,122.0,,3339.0,9058.0,,2538.0,9197.0,,141.0,12031.0,,2294.0,13991.0,
5601150333,Dire,Win,Dragon Knight,4,16,7,11,127,378,14874,,39,646,2.86,25,103,top,No,39:21,45,28,Alliance,Nigma,OMEGA League,7.27,2020-09-05,10.0,11.0,11.0,50.0,90.0,115.0,3128.0,7131.0,10068.0,3275.0,7609.0,12202.0,-1824.0,-7327.0,-15423.0,-965.0,-224.0,-5335.0
5601270789,Radiant,Win,Beastmaster,2,17,4,23,191,438,19286,,34,530,4.75,71,122,top,No,44:02,27,26,Nigma,Alliance,OMEGA League,7.27,2020-09-05,22.0,23.0,23.0,63.0,106.0,145.0,3505.0,7116.0,11365.0,3161.0,6731.0,10311.0,2258.0,2147.0,1126.0,2583.0,3811.0,5272.0
5602634480,Radiant,Lose,Sand King,5,20,3,6,162,426,15307,,38,759,8.33,24,132,bot,No,35:56,37,33,Nigma,OG,OMEGA League,7.27,2020-09-06,5.0,6.0,6.0,42.0,119.0,151.0,2796.0,8275.0,12519.0,3097.0,11341.0,19938.0,-248.0,-522.0,7423.0,709.0,1157.0,3280.0
5602751412,Radiant,Lose,Magnus,2,12,10,1,117,295,10747,,40,440,1.4,33,80,mid,No,36:26,25,48,Nigma,OG,OMEGA League,7.27,2020-09-06,1.0,1.0,1.0,31.0,61.0,77.0,2238.0,5179.0,7823.0,2920.0,7279.0,11863.0,-2818.0,-11707.0,-7423.0,-2184.0,-11186.0,-13605.0
5627128983,Dire,Lose,Beastmaster,1,2,9,8,122,288,10017,,13,318,0.33,18,100,bot,No,34:47,33,9,Natus Vincere,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-09-23,7.0,7.0,7.0,32.0,78.0,105.0,2522.0,6446.0,8585.0,2560.0,6142.0,8581.0,200.0,-7389.0,-32033.0,1195.0,-158.0,-16863.0
5627201508,Dire,Lose,Tiny,2,8,9,0,114,308,9968,,7,370,1.11,6,105,bot,No,32:22,41,18,Natus Vincere,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-09-23,0.0,0.0,0.0,23.0,59.0,106.0,2410.0,5535.0,9289.0,2378.0,6335.0,11728.0,-872.0,-6418.0,-18494.0,-1113.0,-3763.0,-13598.0
5628848666,Dire,Lose,Leshrac,7,8,6,7,275,468,17191,3.0,20,595,2.5,128,135,top,No,36:44,36,21,VP.Prodigy,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-09-24,5.0,6.0,7.0,66.0,170.0,253.0,3405.0,8648.0,14984.0,3738.0,9391.0,18674.0,1184.0,2278.0,-15060.0,1142.0,3898.0,-3852.0
5628941055,Dire,Lose,Underlord,0,12,9,9,189,380,13825,,71,436,1.33,38,156,bot,No,36:23,43,26,VP.Prodigy,Nigma,AMD SAPPHIRE OGA DOTA PIT EU/CIS,7.27,2020-09-24,8.0,9.0,9.0,45.0,104.0,160.0,2883.0,7048.0,11324.0,2467.0,6569.0,12813.0,-2031.0,-3155.0,4008.0,-506.0,-355.0,3220.0
5647080796,Dire,Lose,Nature's Prophet,4,10,10,23,533,601,33645,,36,567,1.4,182,344,bot,No,55:59,46,19,Yellow Submarine,Nigma,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-07,11.0,14.0,14.0,41.0,116.0,209.0,2766.0,7880.0,14076.0,2595.0,6995.0,12482.0,-1441.0,-3858.0,-4024.0,-1596.0,996.0,4845.0
5647216127,Dire,Lose,Earthshaker,2,10,6,18,100,261,11636,,44,336,2.0,25,89,bot,No,44:35,29,24,Yellow Submarine,Nigma,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-07,15.0,18.0,18.0,39.0,79.0,85.0,2605.0,5959.0,8859.0,2275.0,5813.0,8881.0,-941.0,-4402.0,7385.0,-442.0,-2884.0,8096.0
5650042103,Radiant,Win,Sand King,6,27,4,8,168,476,19619,,38,713,8.25,15,158,top,No,41:13,51,25,Nigma,TEMPO,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-09,1.0,3.0,4.0,32.0,73.0,126.0,2455.0,6285.0,10927.0,2246.0,8183.0,15161.0,-1244.0,3576.0,5823.0,-1720.0,484.0,973.0
5650142829,Dire,Win,Timbersaw,8,14,5,12,133,434,14444,3.0,40,588,4.4,13,128,bot,No,33:17,17,46,TEMPO,Nigma,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-09,11.0,12.0,12.0,44.0,81.0,117.0,3104.0,6625.0,11112.0,3183.0,7577.0,13076.0,1211.0,3349.0,17310.0,3466.0,5479.0,15582.0
5655584019,Dire,Lose,Dark Seer,2,9,8,2,193,345,14357,,35,394,1.38,39,138,bot,No,41:37,46,17,mudgolems,Nigma,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-13,2.0,2.0,2.0,47.0,118.0,145.0,3117.0,7266.0,9544.0,3347.0,5957.0,9869.0,-2444.0,-7085.0,-17959.0,-2830.0,-5340.0,-12496.0
5655666196,Dire,Lose,Nature's Prophet,5,8,9,12,230,463,14738,,17,435,1.44,87,141,top,No,31:50,44,21,mudgolems,Nigma,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-13,9.0,10.0,11.0,36.0,101.0,212.0,2800.0,7371.0,13334.0,2412.0,6010.0,11494.0,-1273.0,-8327.0,-20744.0,253.0,-4359.0,-11174.0
5660582491,Dire,Win,Magnus,3,13,1,9,103,364,11860,3.0,26,514,16.0,24,81,bot,No,32:35,10,31,Winstrike Team,Nigma,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-17,5.0,9.0,9.0,34.0,85.0,99.0,2577.0,6463.0,10386.0,2330.0,7201.0,12151.0,1317.0,7486.0,16556.0,2293.0,8575.0,19337.0
5660709534,Dire,Win,Mars,5,12,1,11,88,409,10327,4.0,21,526,17.0,10,83,top,No,25:15,11,33,Winstrike Team,Nigma,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-17,2.0,11.0,,17.0,73.0,,2159.0,6449.0,,1815.0,8064.0,,2034.0,10022.0,,2597.0,9539.0,
5664577929,Dire,Lose,Centaur Warrunner,0,2,10,4,119,274,9448,,32,309,0.2,25,92,bot,No,34:29,35,10,5men,Nigma,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-20,4.0,4.0,4.0,30.0,83.0,116.0,2318.0,5501.0,8512.0,2063.0,5842.0,9330.0,-906.0,-3039.0,-17266.0,-619.0,-4957.0,-16128.0
5664677667,Dire,Win,Magnus,3,18,7,4,159,366,16250,,45,590,3.0,42,115,mid,No,44:24,29,38,5men,Nigma,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-20,4.0,4.0,4.0,68.0,102.0,133.0,3390.0,6827.0,9713.0,4097.0,8730.0,13307.0,-4.0,601.0,-4753.0,-1200.0,-777.0,-4628.0
5664775564,Dire,Win,Magnus,3,28,2,14,114,383,13807,,32,754,15.5,27,99,top,No,36:03,19,41,5men,Nigma,ESL One Germany 2020 Online powered by Intel,7.27,2020-10-20,9.0,14.0,14.0,35.0,87.0,98.0,2263.0,6459.0,10211.0,2778.0,10008.0,18969.0,-5.0,-163.0,16504.0,134.0,7.0,8404.0
